Project Name,Street Name,Property Type,Transacted Price ($),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Postal District,District Name,Tenure Type,Lease Years,Floor Min,Floor Max,Floor Category,Transaction Year,Transaction Month
,SOUTH BRIDGE ROAD,Shop House,35000000,2021-08-01,Land,228.1,153441,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,8
,ROBERTS LANE,Shop House,3200000,2021-08-01,Land,102.5,31220,8, Little India,Freehold,,,,Unknown,2021,8
,JALAN MASJID,Shop House,2688000,2021-08-01,Land,127.4,21099,14," Geylang, Eunos",Freehold,,,,Unknown,2021,8
,SYED ALWI ROAD,Shop House,4800000,2021-08-01,Land,119.1,40302,8, Little India,Freehold,,,,Unknown,2021,8
ENG KONG PARK,ENG KONG TERRACE,Shop House,3780000,2021-07-01,Land,141.8,26657,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Freehold,,,,Unknown,2021,7
,TEMBELING ROAD,Shop House,7200000,2021-07-01,Land,317.6,22670,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,TEMBELING ROAD,Shop House,3600000,2021-07-01,Land,157.5,22857,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,TEMBELING ROAD,Shop House,7700000,2021-07-01,Land,358.1,21502,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,RACE COURSE ROAD,Shop House,3500000,2021-07-01,Land,114.0,30702,8, Little India,Freehold,,,,Unknown,2021,7
,JOO CHIAT ROAD,Shop House,8500000,2021-07-01,Land,191.9,44294,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,MACPHERSON ROAD,Shop House,2900000,2021-07-01,Land,142.1,20408,13," Macpherson, Braddell",Freehold,,,,Unknown,2021,7
,DICKSON ROAD,Shop House,3500000,2021-07-01,Land,124.6,28090,8, Little India,Leasehold,999.0,,,Unknown,2021,7
,DUXTON ROAD,Shop House,7400000,2021-07-01,Land,106.4,69549,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,7
,DUXTON ROAD,Shop House,7400000,2021-07-01,Land,104.0,71154,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,7
,LORONG 23 GEYLANG,Shop House,2320000,2021-07-01,Land,153.5,15114,14," Geylang, Eunos",Freehold,,,,Unknown,2021,7
,CAVAN ROAD,Shop House,7200000,2021-07-01,Land,182.0,39560,8, Little India,Freehold,,,,Unknown,2021,7
,SERANGOON ROAD,Shop House,4100000,2021-07-01,Land,139.0,29496,8, Little India,Freehold,,,,Unknown,2021,7
,DUNLOP STREET,Shop House,7600000,2021-07-01,Land,249.6,30449,8, Little India,Leasehold,999.0,,,Unknown,2021,7
,DESKER ROAD,Shop House,3800000,2021-07-01,Land,111.5,34081,8, Little India,Freehold,,,,Unknown,2021,7
,DESKER ROAD,Shop House,3800000,2021-07-01,Land,111.9,33959,8, Little India,Freehold,,,,Unknown,2021,7
,DESKER ROAD,Shop House,3100000,2021-07-01,Land,111.9,27703,8, Little India,Freehold,,,,Unknown,2021,7
,EAST COAST ROAD,Shop House,4700000,2021-07-01,Land,184.6,25460,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,CLUB STREET,Shop House,12350000,2021-07-01,Land,108.5,113825,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,7
,CLUB STREET,Shop House,13150000,2021-07-01,Land,113.3,116064,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,7
,BEDOK ROAD,Shop House,4120000,2021-07-01,Land,167.2,24641,16," Bedok, Upper East Coast, Eastwood, Kew Drive",Freehold,,,,Unknown,2021,7
,OWEN ROAD,Shop House,3150000,2021-07-01,Land,118.0,26695,8, Little India,Freehold,,,,Unknown,2021,7
,DESKER ROAD,Shop House,3580000,2021-07-01,Land,109.9,32575,8, Little India,Freehold,,,,Unknown,2021,7
,JOO CHIAT ROAD,Shop House,3880000,2021-07-01,Land,94.6,41015,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,7
,SERANGOON ROAD,Shop House,800000,2021-06-01,Land,130.1,6149,12," Balestier, Toa Payoh, Serangoon",Leasehold,99.0,,,Unknown,2021,6
,EAST COAST ROAD,Shop House,7200000,2021-06-01,Land,140.2,51355,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,6
,DESKER ROAD,Shop House,3650000,2021-06-01,Land,110.6,33002,8, Little India,Freehold,,,,Unknown,2021,6
,RACE COURSE ROAD,Shop House,7000000,2021-06-01,Land,127.8,54773,8, Little India,Freehold,,,,Unknown,2021,6
,ANN SIANG ROAD,Shop House,9500000,2021-06-01,Land,106.6,89118,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,6
,SERANGOON ROAD,Shop House,5600000,2021-06-01,Land,375.8,14902,8, Little India,Leasehold,99.0,,,Unknown,2021,6
,HONGKONG STREET,Shop House,7200000,2021-06-01,Land,154.3,46662,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,,,Unknown,2021,6
,UPPER WELD ROAD,Shop House,2780000,2021-06-01,Land,85.4,32553,8, Little India,Freehold,,,,Unknown,2021,6
,MACPHERSON ROAD,Shop House,3150000,2021-06-01,Land,142.0,22183,13," Macpherson, Braddell",Freehold,,,,Unknown,2021,6
,UPPER BUKIT TIMAH ROAD,Shop House,3000000,2021-06-01,Land,131.9,22745,23," Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Leasehold,999.0,,,Unknown,2021,6
,UPPER BUKIT TIMAH ROAD,Shop House,3000000,2021-06-01,Land,132.2,22693,23," Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Leasehold,999.0,,,Unknown,2021,6
FRANKEL ESTATE,EAST COAST ROAD,Shop House,6600000,2021-06-01,Land,232.9,28338,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,6
,JALAN BESAR,Shop House,6800000,2021-06-01,Land,171.2,39720,8, Little India,Leasehold,999.0,,,Unknown,2021,6
,BOAT QUAY,Shop House,11200000,2021-06-01,Land,88.0,127273,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,6
,GEMMILL LANE,Shop House,8000000,2021-06-01,Land,126.4,63291,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,,,Unknown,2021,6
,TAN QUEE LAN STREET,Shop House,12588000,2021-06-01,Land,102.4,122930,7," Middle Road, Golden Mile",Leasehold,999.0,,,Unknown,2021,6
,STANLEY STREET,Shop House,15000000,2021-06-01,Land,121.7,123254,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,6
,JOO CHIAT ROAD,Shop House,4500000,2021-06-01,Land,161.5,27864,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,6
,JOO CHIAT ROAD,Shop House,3060000,2021-06-01,Land,141.3,21656,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,6
,DICKSON ROAD,Shop House,4500000,2021-06-01,Land,260.7,17261,8, Little India,Leasehold,99.0,,,Unknown,2021,6
,BEACH ROAD,Shop House,4700000,2021-06-01,Land,129.4,36321,7," Middle Road, Golden Mile",Leasehold,99.0,,,Unknown,2021,6
,ANN SIANG ROAD,Shop House,9280000,2021-06-01,Land,116.1,79931,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,6
,HAVELOCK ROAD,Shop House,5030000,2021-06-01,Land,146.3,34381,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2021,6
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,12113000,2021-06-01,Land,258.5,46859,19," Serangoon Garden, Hougang, Punggol",Leasehold,999.0,,,Unknown,2021,6
,GEYLANG ROAD,Shop House,11200000,2021-06-01,Land,342.2,32729,14," Geylang, Eunos",Freehold,,,,Unknown,2021,6
,NEIL ROAD,Shop House,22500000,2021-05-01,Land,251.0,89641,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,5
,NEIL ROAD,Shop House,6980000,2021-05-01,Land,120.2,58070,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,5
,JOO CHIAT ROAD,Shop House,7200000,2021-05-01,Land,199.1,36163,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,5
,BLAIR ROAD,Shop House,4220000,2021-05-01,Land,131.8,32018,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,5
,DICKSON ROAD,Shop House,4100000,2021-05-01,Land,111.9,36640,8, Little India,Leasehold,999.0,,,Unknown,2021,5
,DUXTON HILL,Shop House,11500000,2021-05-01,Land,113.2,101590,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,5
,UPPER THOMSON ROAD,Shop House,5880000,2021-05-01,Land,161.8,36341,20," Bishan, Ang Mo Kio",Freehold,,,,Unknown,2021,5
,JALAN BESAR,Shop House,4600000,2021-05-01,Land,113.3,40600,8, Little India,Freehold,,,,Unknown,2021,5
,KEONG SAIK ROAD,Shop House,13500000,2021-05-01,Land,114.9,117493,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,5
,NEIL ROAD,Shop House,6025000,2021-05-01,Land,130.2,46275,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,5
,THOMSON RIDGE,Shop House,4500000,2021-05-01,Land,181.7,24766,20," Bishan, Ang Mo Kio",Freehold,,,,Unknown,2021,5
,BUKIT TIMAH ROAD,Shop House,7880000,2021-05-01,Land,134.1,58762,10," Ardmore, Bukit Timah, Holland Road, Tanglin",Freehold,,,,Unknown,2021,5
,NORRIS ROAD,Shop House,3100000,2021-05-01,Land,91.3,33954,8, Little India,Freehold,,,,Unknown,2021,5
,SYED ALWI ROAD,Shop House,4418000,2021-05-01,Land,120.6,36633,8, Little India,Freehold,,,,Unknown,2021,5
,JALAN BESAR,Shop House,5500000,2021-05-01,Land,134.9,40771,8, Little India,Freehold,,,,Unknown,2021,5
,UPPER THOMSON ROAD,Shop House,4600000,2021-05-01,Land,145.8,31550,26," Upper Thomson, Springleaf",Freehold,,,,Unknown,2021,5
BALESTIER HOTEL,BALESTIER ROAD,Shop House,15000000,2021-05-01,Strata,963.0,15576,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2021,5
,CLUB STREET,Shop House,8000000,2021-05-01,Land,73.5,108844,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,5
,YIO CHU KANG ROAD,Shop House,2250000,2021-05-01,Land,148.6,15141,19," Serangoon Garden, Hougang, Punggol",Freehold,,,,Unknown,2021,5
,SOUTH BRIDGE ROAD,Shop House,10600000,2021-05-01,Land,117.9,89907,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,,,Unknown,2021,5
,ROWELL ROAD,Shop House,9400000,2021-05-01,Land,204.3,46011,8, Little India,Freehold,,,,Unknown,2021,5
,KAMPONG BAHRU ROAD,Shop House,6190000,2021-05-01,Land,109.7,56427,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2021,5
,KAMPONG BAHRU ROAD,Shop House,6190000,2021-05-01,Land,108.0,57315,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2021,5
,TANJONG PAGAR ROAD,Shop House,10500000,2021-05-01,Land,119.9,87573,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,5
,NEW BRIDGE ROAD,Shop House,28000000,2021-04-01,Land,236.1,118594,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,4
,TANJONG PAGAR ROAD,Shop House,4750000,2021-04-01,Land,76.0,62500,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,4
,GEYLANG ROAD,Shop House,3800000,2021-04-01,Land,117.0,32479,14," Geylang, Eunos",Freehold,,,,Unknown,2021,4
,SERANGOON ROAD,Shop House,5600000,2021-04-01,Land,119.4,46901,8, Little India,Freehold,,,,Unknown,2021,4
,GEYLANG ROAD,Shop House,13500000,2021-04-01,Land,305.6,44175,14," Geylang, Eunos",Freehold,,,,Unknown,2021,4
,CRAIG ROAD,Shop House,8900000,2021-04-01,Land,139.9,63617,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,4
,GEYLANG ROAD,Shop House,3550000,2021-04-01,Land,121.4,29242,14," Geylang, Eunos",Freehold,,,,Unknown,2021,4
,BELILIOS LANE,Shop House,2000000,2021-04-01,Land,85.8,23310,8, Little India,Leasehold,99.0,,,Unknown,2021,4
FRANKEL ESTATE,FRANKEL AVENUE,Shop House,5100000,2021-04-01,Land,213.5,23888,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,4
,CHANGI ROAD,Shop House,3030000,2021-04-01,Land,166.9,18155,14," Geylang, Eunos",Freehold,,,,Unknown,2021,4
,TELOK AYER STREET,Shop House,17380000,2021-04-01,Land,153.7,113077,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,4
BAMBOO GROVE PARK,CHU LIN ROAD,Shop House,1450000,2021-04-01,Strata,100.0,14500,23," Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Leasehold,998.0,,,Unknown,2021,4
,ROCHDALE ROAD,Shop House,2300000,2021-04-01,Land,170.0,13529,19," Serangoon Garden, Hougang, Punggol",Freehold,,,,Unknown,2021,4
,SERANGOON ROAD,Shop House,16000000,2021-04-01,Land,538.0,29740,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2021,4
,SEMBAWANG ROAD,Shop House,3300000,2021-04-01,Land,166.9,19772,27," Yishun, Sembawang",Freehold,,,,Unknown,2021,4
,DUXTON ROAD,Shop House,8930000,2021-04-01,Land,200.8,44472,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,4
,SOUTH BRIDGE ROAD,Shop House,13980000,2021-04-01,Land,149.8,93324,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,4
,EAST COAST ROAD,Shop House,6100000,2021-04-01,Land,233.9,26080,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,4
,JOO CHIAT ROAD,Shop House,4568900,2021-04-01,Land,125.5,36406,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,4
,SOUTH BRIDGE ROAD,Shop House,13500000,2021-04-01,Land,148.2,91093,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,4
,STANLEY STREET,Shop House,17750000,2021-04-01,Land,130.8,135703,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,4
,OWEN ROAD,Shop House,1080000,2021-04-01,Land,314.8,3431,8, Little India,Leasehold,99.0,,,Unknown,2021,4
,RIVER VALLEY ROAD,Shop House,8600000,2021-04-01,Land,127.8,67293,9," Orchard, Cairnhill, River Valley",Leasehold,999.0,,,Unknown,2021,4
,TRAS STREET,Shop House,11180000,2021-03-01,Land,138.8,80548,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,3
,TANJONG KATONG ROAD,Shop House,3980000,2021-03-01,Land,128.8,30901,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,3
,DUXTON HILL,Shop House,8088888,2021-03-01,Land,103.9,77853,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,3
,BALESTIER ROAD,Shop House,930000,2021-03-01,Land,142.6,6522,12," Balestier, Toa Payoh, Serangoon",Leasehold,99.0,,,Unknown,2021,3
,JOO CHIAT TERRACE,Shop House,2340000,2021-03-01,Land,81.5,28712,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,3
,TRAS STREET,Shop House,12000000,2021-03-01,Land,187.4,64034,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,3
,ROWELL ROAD,Shop House,2900000,2021-03-01,Land,102.5,28293,8, Little India,Freehold,,,,Unknown,2021,3
,TECK LIM ROAD,Shop House,15380000,2021-03-01,Land,124.5,123534,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,3
,ROWELL ROAD,Shop House,3188888,2021-03-01,Land,117.5,27139,8, Little India,Freehold,,,,Unknown,2021,3
,TRAS STREET,Shop House,10600000,2021-03-01,Land,124.4,85209,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,3
,KAMPONG BAHRU ROAD,Shop House,5300000,2021-03-01,Land,107.8,49165,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2021,3
,KAMPONG BAHRU ROAD,Shop House,5550000,2021-03-01,Land,110.6,50181,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2021,3
,MACPHERSON ROAD,Shop House,3200000,2021-03-01,Land,142.1,22519,13," Macpherson, Braddell",Freehold,,,,Unknown,2021,3
,JALAN BESAR,Shop House,3300000,2021-03-01,Land,129.2,25542,8, Little India,Freehold,,,,Unknown,2021,3
,TEMPLE STREET,Shop House,1500000,2021-03-01,Land,97.7,15353,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,3
,VEERASAMY ROAD,Shop House,4880000,2021-03-01,Land,208.6,23394,8, Little India,Freehold,,,,Unknown,2021,3
,ARAB STREET,Shop House,5500000,2021-02-01,Land,106.7,51546,7," Middle Road, Golden Mile",Freehold,,,,Unknown,2021,2
,GEYLANG ROAD,Shop House,7600000,2021-02-01,Strata,202.0,37624,14," Geylang, Eunos",Freehold,,,,Unknown,2021,2
,SERANGOON ROAD,Shop House,7128000,2021-02-01,Land,268.4,26557,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2021,2
,MOSQUE STREET,Shop House,21500000,2021-02-01,Land,249.7,86103,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,2
FRANKEL ESTATE,FRANKEL AVENUE,Shop House,5350000,2021-02-01,Land,211.0,25355,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,2
,RANGOON ROAD,Shop House,3400000,2021-02-01,Land,182.6,18620,8, Little India,Freehold,,,,Unknown,2021,2
,SOUTH BRIDGE ROAD,Shop House,15700000,2021-02-01,Land,150.4,104388,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,2
,TANJONG PAGAR ROAD,Shop House,9550000,2021-02-01,Land,142.0,67254,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,2
,CUFF ROAD,Shop House,3458000,2021-02-01,Land,160.3,21572,8, Little India,Freehold,,,,Unknown,2021,2
,CRAIG ROAD,Shop House,7200000,2021-02-01,Land,142.1,50669,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2021,2
,SERANGOON ROAD,Shop House,6750000,2021-02-01,Land,112.5,60000,8, Little India,Leasehold,99.0,,,Unknown,2021,2
,MACPHERSON ROAD,Shop House,3500000,2021-02-01,Land,139.4,25108,13," Macpherson, Braddell",Freehold,,,,Unknown,2021,2
,GEYLANG ROAD,Shop House,7100000,2021-02-01,Land,236.6,30008,14," Geylang, Eunos",Freehold,,,,Unknown,2021,2
,BUKIT PASOH ROAD/134 NEIL ROAD,Shop House,12928000,2021-02-01,Land,184.4,70108,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,2
,CAMPBELL LANE,Shop House,2800000,2021-02-01,Land,85.9,32596,8, Little India,Leasehold,999.0,,,Unknown,2021,2
,BALESTIER ROAD,Shop House,3300000,2021-02-01,Land,134.6,24517,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2021,2
,GEYLANG ROAD,Shop House,8100000,2021-02-01,Land,147.4,54953,14," Geylang, Eunos",Freehold,,,,Unknown,2021,2
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,7380000,2021-02-01,Land,150.3,49102,19," Serangoon Garden, Hougang, Punggol",Leasehold,999.0,,,Unknown,2021,2
,TANK ROAD,Shop House,11180000,2021-02-01,Land,215.8,51807,9," Orchard, Cairnhill, River Valley",Freehold,,,,Unknown,2021,2
,SYED ALWI ROAD,Shop House,7680000,2021-02-01,Land,329.1,23336,8, Little India,Leasehold,99.0,,,Unknown,2021,2
,EAST COAST ROAD,Shop House,2580000,2021-02-01,Land,126.6,20379,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,2
,ROWELL ROAD,Shop House,2880000,2021-01-01,Land,101.9,28263,8, Little India,Freehold,,,,Unknown,2021,1
,BUFFALO ROAD,Shop House,4100000,2021-01-01,Land,79.0,51899,8, Little India,Leasehold,99.0,,,Unknown,2021,1
,MACPHERSON ROAD,Shop House,4800000,2021-01-01,Land,195.5,24552,13," Macpherson, Braddell",Freehold,,,,Unknown,2021,1
,BUKIT PASOH ROAD,Shop House,9200000,2021-01-01,Land,126.6,72670,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,1
,CAMPBELL LANE,Shop House,1750000,2021-01-01,Land,75.3,23240,8, Little India,Leasehold,99.0,,,Unknown,2021,1
,SERANGOON ROAD,Shop House,750000,2021-01-01,Land,130.1,5765,12," Balestier, Toa Payoh, Serangoon",Leasehold,99.0,,,Unknown,2021,1
,JOO CHIAT ROAD,Shop House,2750000,2021-01-01,Land,100.9,27255,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,1
,ROWELL ROAD,Shop House,2875000,2021-01-01,Land,99.8,28808,8, Little India,Freehold,,,,Unknown,2021,1
,NORTH BRIDGE ROAD,Shop House,2910000,2021-01-01,Land,94.7,30729,7," Middle Road, Golden Mile",Leasehold,99.0,,,Unknown,2021,1
,JOO CHIAT ROAD,Shop House,2350000,2021-01-01,Strata,135.0,17407,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,1
,TELOK AYER STREET,Shop House,8388800,2021-01-01,Land,92.9,90299,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2021,1
,LORONG 13 GEYLANG,Shop House,1700000,2021-01-01,Land,113.2,15018,14," Geylang, Eunos",Freehold,,,,Unknown,2021,1
,DUNLOP STREET,Shop House,3900000,2021-01-01,Land,110.6,35262,8, Little India,Leasehold,999.0,,,Unknown,2021,1
,TECK LIM ROAD,Shop House,22280000,2021-01-01,Land,183.6,121351,2," Anson, Tanjong Pagar",Freehold,,,,Unknown,2021,1
,CAVAN ROAD,Shop House,5800000,2021-01-01,Land,148.5,39057,8, Little India,Freehold,,,,Unknown,2021,1
,CAVAN ROAD,Shop House,5700000,2021-01-01,Land,145.8,39095,8, Little India,Freehold,,,,Unknown,2021,1
,STANLEY STREET,Shop House,11500000,2021-01-01,Land,138.5,83032,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2021,1
,TAN QUEE LAN STREET,Shop House,12000000,2021-01-01,Land,95.5,125654,7," Middle Road, Golden Mile",Leasehold,999.0,,,Unknown,2021,1
,ENG KONG TERRACE,Shop House,2550000,2021-01-01,Land,141.0,18085,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Freehold,,,,Unknown,2021,1
,GEYLANG ROAD,Shop House,10280000,2020-12-01,Land,401.2,25623,14," Geylang, Eunos",Freehold,,,,Unknown,2020,12
,TANJONG PAGAR ROAD,Shop House,4150000,2020-12-01,Land,83.0,50000,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2020,12
,HAJI LANE,Shop House,4660000,2020-12-01,Land,63.1,73851,7," Middle Road, Golden Mile",Leasehold,999.0,,,Unknown,2020,12
,LORONG MAMBONG,Shop House,17200000,2020-12-01,Land,218.4,78755,10," Ardmore, Bukit Timah, Holland Road, Tanglin",Freehold,,,,Unknown,2020,12
,EAST COAST ROAD,Shop House,4800000,2020-12-01,Land,132.3,36281,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2020,12
,ROWELL ROAD,Shop House,3600000,2020-12-01,Land,110.6,32550,8, Little India,Freehold,,,,Unknown,2020,12
,VEERASAMY ROAD,Shop House,4100000,2020-12-01,Land,181.3,22614,8, Little India,Freehold,,,,Unknown,2020,12
,CLIVE STREET,Shop House,1950000,2020-12-01,Land,53.8,36245,8, Little India,Freehold,,,,Unknown,2020,12
,FOCH ROAD,Shop House,8500000,2020-12-01,Land,252.1,33717,8, Little India,Freehold,,,,Unknown,2020,12
,KAMPONG BAHRU ROAD,Shop House,3400000,2020-12-01,Land,109.6,31022,3," Queenstown, Tiong Bahru",Freehold,,,,Unknown,2020,12
,UPPER DICKSON ROAD,Shop House,3605000,2020-12-01,Land,140.8,25604,8, Little India,Leasehold,999.0,,,Unknown,2020,12
,UPPER DICKSON ROAD,Shop House,3605000,2020-12-01,Land,144.1,25017,8, Little India,Leasehold,999.0,,,Unknown,2020,12
,CRAIG ROAD,Shop House,29280000,2020-12-01,Land,552.6,52986,2," Anson, Tanjong Pagar",Leasehold,99.0,,,Unknown,2020,12
,JOO CHIAT ROAD,Shop House,3880000,2020-12-01,Land,138.2,28075,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2020,12
,BEDOK ROAD,Shop House,3900000,2020-12-01,Land,167.2,23325,16," Bedok, Upper East Coast, Eastwood, Kew Drive",Freehold,,,,Unknown,2020,12
,LAVENDER STREET,Shop House,4253888,2020-12-01,Land,161.8,26291,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2020,12
,CHANGI ROAD,Shop House,3500000,2020-12-01,Land,137.5,25455,14," Geylang, Eunos",Freehold,,,,Unknown,2020,12
,DUNLOP STREET,Shop House,3100000,2020-12-01,Land,86.9,35673,8, Little India,Leasehold,999.0,,,Unknown,2020,12
,TELOK AYER STREET,Shop House,13510000,2020-12-01,Land,146.2,92408,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,,,Unknown,2020,12
,FOCH ROAD,Shop House,11200000,2020-12-01,Land,264.6,42328,8, Little India,Freehold,,,,Unknown,2020,12
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,14850000,2020-12-01,Land,197.2,75304,19," Serangoon Garden, Hougang, Punggol",Leasehold,999.0,,,Unknown,2020,12
,SOUTH BRIDGE ROAD,Shop House,27000000,2020-12-01,Land,195.3,138249,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,,,Unknown,2020,12
,GEYLANG ROAD,Shop House,3500000,2020-12-01,Land,147.5,23729,14," Geylang, Eunos",Freehold,,,,Unknown,2020,12
